Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,151.0,181.0,10.0,191.0,30.0
2,35.0,17.0,7.0,40.0,70.0,10.0,80.0,30.0
3,55.0,45.0,13.0,106.0,136.0,10.0,146.0,30.0
4,55.0,20.0,19.0,139.0,169.0,10.0,179.0,30.0
5,15.0,30.0,26.0,24.0,54.0,10.0,64.0,30.0
6,25.0,30.0,3.0,89.0,119.0,10.0,129.0,30.0
7,20.0,50.0,5.0,71.0,101.0,10.0,111.0,30.0
8,10.0,43.0,9.0,85.0,115.0,10.0,125.0,30.0
9,55.0,60.0,16.0,87.0,117.0,10.0,127.0,30.0
10,30.0,60.0,16.0,114.0,144.0,10.0,154.0,30.0
11,20.0,65.0,12.0,57.0,87.0,10.0,97.0,30.0
12,50.0,35.0,19.0,53.0,83.0,10.0,93.0,30.0
13,30.0,25.0,23.0,149.0,179.0,10.0,189.0,30.0
14,15.0,10.0,20.0,32.0,62.0,10.0,72.0,30.0
15,30.0,5.0,8.0,51.0,81.0,10.0,91.0,30.0
16,10.0,20.0,19.0,65.0,95.0,10.0,105.0,30.0
17,5.0,30.0,2.0,147.0,177.0,10.0,187.0,30.0
18,20.0,40.0,12.0,77.0,107.0,10.0,117.0,30.0
19,15.0,60.0,17.0,66.0,96.0,10.0,106.0,30.0
20,45.0,65.0,9.0,116.0,146.0,10.0,156.0,30.0
21,45.0,20.0,11.0,52.0,82.0,10.0,92.0,30.0
22,45.0,10.0,18.0,87.0,117.0,10.0,127.0,30.0
23,55.0,5.0,29.0,58.0,88.0,10.0,98.0,30.0
24,65.0,35.0,3.0,143.0,173.0,10.0,183.0,30.0
25,65.0,20.0,6.0,156.0,186.0,10.0,196.0,30.0
