Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,161.0,171.0,10.0,181.0,10.0
2,35.0,17.0,7.0,50.0,60.0,10.0,70.0,10.0
3,55.0,45.0,13.0,116.0,126.0,10.0,136.0,10.0
4,55.0,20.0,19.0,149.0,159.0,10.0,169.0,10.0
5,15.0,30.0,26.0,34.0,44.0,10.0,54.0,10.0
6,25.0,30.0,3.0,99.0,109.0,10.0,119.0,10.0
7,20.0,50.0,5.0,81.0,91.0,10.0,101.0,10.0
8,10.0,43.0,9.0,95.0,105.0,10.0,115.0,10.0
9,55.0,60.0,16.0,97.0,107.0,10.0,117.0,10.0
10,30.0,60.0,16.0,124.0,134.0,10.0,144.0,10.0
11,20.0,65.0,12.0,67.0,77.0,10.0,87.0,10.0
12,50.0,35.0,19.0,63.0,73.0,10.0,83.0,10.0
13,30.0,25.0,23.0,159.0,169.0,10.0,179.0,10.0
14,15.0,10.0,20.0,32.0,42.0,10.0,52.0,10.0
15,30.0,5.0,8.0,61.0,71.0,10.0,81.0,10.0
16,10.0,20.0,19.0,75.0,85.0,10.0,95.0,10.0
17,5.0,30.0,2.0,157.0,167.0,10.0,177.0,10.0
18,20.0,40.0,12.0,87.0,97.0,10.0,107.0,10.0
19,15.0,60.0,17.0,76.0,86.0,10.0,96.0,10.0
20,45.0,65.0,9.0,126.0,136.0,10.0,146.0,10.0
21,45.0,20.0,11.0,62.0,72.0,10.0,82.0,10.0
22,45.0,10.0,18.0,97.0,107.0,10.0,117.0,10.0
23,55.0,5.0,29.0,68.0,78.0,10.0,88.0,10.0
24,65.0,35.0,3.0,153.0,163.0,10.0,173.0,10.0
25,65.0,20.0,6.0,172.0,182.0,10.0,192.0,10.0
