Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,190.0,974.0,10.0,984.0,784.0
2,35.0,17.0,7.0,18.0,792.0,10.0,802.0,774.0
3,55.0,45.0,13.0,289.0,822.0,10.0,832.0,533.0
4,55.0,20.0,19.0,679.0,800.0,10.0,810.0,121.0
5,15.0,30.0,26.0,20.0,906.0,10.0,916.0,886.0
6,25.0,30.0,3.0,355.0,574.0,10.0,584.0,219.0
7,20.0,50.0,5.0,72.0,669.0,10.0,679.0,597.0
8,10.0,43.0,9.0,393.0,492.0,10.0,502.0,99.0
9,55.0,60.0,16.0,394.0,503.0,10.0,513.0,109.0
10,30.0,60.0,16.0,517.0,692.0,10.0,702.0,175.0
11,20.0,65.0,12.0,206.0,325.0,10.0,335.0,119.0
12,50.0,35.0,19.0,15.0,725.0,10.0,735.0,710.0
13,30.0,25.0,23.0,694.0,823.0,10.0,833.0,129.0
14,15.0,10.0,20.0,32.0,694.0,10.0,704.0,662.0
15,30.0,5.0,8.0,176.0,299.0,10.0,309.0,123.0
16,10.0,20.0,19.0,102.0,543.0,10.0,553.0,441.0
17,5.0,30.0,2.0,673.0,930.0,10.0,940.0,257.0
18,20.0,40.0,12.0,229.0,582.0,10.0,592.0,353.0
19,15.0,60.0,17.0,95.0,552.0,10.0,562.0,457.0
20,45.0,65.0,9.0,418.0,829.0,10.0,839.0,411.0
21,45.0,20.0,11.0,18.0,727.0,10.0,737.0,709.0
22,45.0,10.0,18.0,349.0,554.0,10.0,564.0,205.0
23,55.0,5.0,29.0,206.0,325.0,10.0,335.0,119.0
24,65.0,35.0,3.0,435.0,960.0,10.0,970.0,525.0
25,65.0,20.0,6.0,826.0,956.0,10.0,966.0,130.0
