Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,0.0,204.0,10.0,214.0,204.0
2,35.0,17.0,7.0,0.0,202.0,10.0,212.0,202.0
3,55.0,45.0,13.0,0.0,197.0,10.0,207.0,197.0
4,55.0,20.0,19.0,139.0,169.0,10.0,179.0,30.0
5,15.0,30.0,26.0,0.0,199.0,10.0,209.0,199.0
6,25.0,30.0,3.0,89.0,119.0,10.0,129.0,30.0
7,20.0,50.0,5.0,0.0,198.0,10.0,208.0,198.0
8,10.0,43.0,9.0,85.0,115.0,10.0,125.0,30.0
9,55.0,60.0,16.0,87.0,117.0,10.0,127.0,30.0
10,30.0,60.0,16.0,114.0,144.0,10.0,154.0,30.0
11,20.0,65.0,12.0,57.0,87.0,10.0,97.0,30.0
12,50.0,35.0,19.0,0.0,205.0,10.0,215.0,205.0
13,30.0,25.0,23.0,149.0,179.0,10.0,189.0,30.0
14,15.0,10.0,20.0,0.0,187.0,10.0,197.0,187.0
15,30.0,5.0,8.0,51.0,81.0,10.0,91.0,30.0
16,10.0,20.0,19.0,0.0,190.0,10.0,200.0,190.0
17,5.0,30.0,2.0,147.0,177.0,10.0,187.0,30.0
18,20.0,40.0,12.0,0.0,204.0,10.0,214.0,204.0
19,15.0,60.0,17.0,0.0,187.0,10.0,197.0,187.0
20,45.0,65.0,9.0,0.0,188.0,10.0,198.0,188.0
21,45.0,20.0,11.0,0.0,201.0,10.0,211.0,201.0
22,45.0,10.0,18.0,87.0,117.0,10.0,127.0,30.0
23,55.0,5.0,29.0,58.0,88.0,10.0,98.0,30.0
24,65.0,35.0,3.0,0.0,190.0,10.0,200.0,190.0
25,65.0,20.0,6.0,156.0,186.0,10.0,196.0,30.0
