Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,52.0,75.0,10.0,71.0,711.0,90.0,801.0,640.0
2,45.0,70.0,30.0,20.0,660.0,90.0,750.0,640.0
3,62.0,69.0,10.0,927.0,1567.0,90.0,1657.0,640.0
4,60.0,66.0,10.0,1021.0,1661.0,90.0,1751.0,640.0
5,42.0,65.0,10.0,15.0,655.0,90.0,745.0,640.0
6,16.0,42.0,20.0,257.0,897.0,90.0,987.0,640.0
7,58.0,70.0,20.0,833.0,1473.0,90.0,1563.0,640.0
8,34.0,60.0,20.0,2647.0,3287.0,90.0,3377.0,640.0
9,28.0,70.0,10.0,2361.0,3001.0,90.0,3091.0,640.0
10,35.0,66.0,10.0,2551.0,3191.0,90.0,3281.0,640.0
11,35.0,69.0,10.0,2458.0,3098.0,90.0,3188.0,640.0
12,25.0,85.0,20.0,1879.0,2519.0,90.0,2609.0,640.0
13,22.0,75.0,30.0,2165.0,2805.0,90.0,2895.0,640.0
14,22.0,85.0,10.0,1786.0,2426.0,90.0,2516.0,640.0
15,20.0,80.0,40.0,1976.0,2616.0,90.0,2706.0,640.0
16,20.0,85.0,40.0,1694.0,2334.0,90.0,2424.0,640.0
17,18.0,75.0,20.0,2071.0,2711.0,90.0,2801.0,640.0
18,15.0,75.0,20.0,1502.0,2142.0,90.0,2232.0,640.0
19,15.0,80.0,10.0,1597.0,2237.0,90.0,2327.0,640.0
20,30.0,50.0,10.0,10.0,650.0,90.0,740.0,640.0
21,30.0,56.0,20.0,2648.0,3288.0,90.0,3378.0,640.0
22,28.0,52.0,20.0,12.0,652.0,90.0,742.0,640.0
23,14.0,66.0,10.0,1403.0,2043.0,90.0,2133.0,640.0
24,25.0,50.0,10.0,15.0,655.0,90.0,745.0,640.0
25,22.0,66.0,40.0,2264.0,2904.0,90.0,2994.0,640.0
