Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,25.0,85.0,20.0,591.0,874.0,10.0,884.0,283.0
2,22.0,75.0,30.0,73.0,350.0,10.0,360.0,277.0
3,22.0,85.0,10.0,473.0,588.0,10.0,598.0,115.0
4,20.0,80.0,40.0,418.0,913.0,10.0,923.0,495.0
5,20.0,85.0,20.0,40.0,390.0,10.0,400.0,350.0
6,18.0,75.0,20.0,249.0,646.0,10.0,656.0,397.0
7,15.0,75.0,20.0,281.0,438.0,10.0,448.0,157.0
8,15.0,80.0,10.0,272.0,581.0,10.0,591.0,309.0
9,10.0,35.0,20.0,236.0,625.0,10.0,635.0,389.0
10,10.0,40.0,30.0,470.0,687.0,10.0,697.0,217.0
11,8.0,40.0,40.0,33.0,510.0,10.0,520.0,477.0
12,8.0,45.0,20.0,166.0,399.0,10.0,409.0,233.0
13,5.0,35.0,10.0,359.0,911.0,10.0,921.0,552.0
14,5.0,45.0,10.0,35.0,457.0,10.0,467.0,422.0
15,2.0,40.0,20.0,39.0,538.0,10.0,548.0,499.0
16,0.0,40.0,20.0,214.0,415.0,10.0,425.0,201.0
17,0.0,45.0,20.0,359.0,909.0,10.0,919.0,550.0
18,44.0,5.0,20.0,338.0,451.0,10.0,461.0,113.0
19,42.0,10.0,40.0,205.0,422.0,10.0,432.0,217.0
20,42.0,15.0,10.0,511.0,682.0,10.0,692.0,171.0
21,40.0,5.0,10.0,158.0,391.0,10.0,401.0,233.0
22,40.0,15.0,40.0,263.0,606.0,10.0,616.0,343.0
23,38.0,5.0,30.0,45.0,522.0,10.0,532.0,477.0
24,38.0,15.0,10.0,598.0,883.0,10.0,893.0,285.0
25,35.0,5.0,20.0,348.0,904.0,10.0,914.0,556.0
