Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,45.0,68.0,10.0,830.0,1049.0,90.0,1139.0,219.0
2,45.0,70.0,30.0,756.0,939.0,90.0,1029.0,183.0
3,42.0,66.0,10.0,16.0,336.0,90.0,426.0,320.0
4,42.0,68.0,10.0,643.0,866.0,90.0,956.0,223.0
5,42.0,65.0,10.0,15.0,226.0,90.0,316.0,211.0
6,40.0,69.0,20.0,499.0,824.0,90.0,914.0,325.0
7,40.0,66.0,20.0,87.0,308.0,90.0,398.0,221.0
8,38.0,68.0,20.0,150.0,429.0,90.0,519.0,279.0
9,38.0,70.0,10.0,429.0,710.0,90.0,800.0,281.0
10,35.0,66.0,10.0,279.0,488.0,90.0,578.0,209.0
11,35.0,69.0,10.0,363.0,590.0,90.0,680.0,227.0
12,25.0,85.0,20.0,547.0,826.0,90.0,916.0,279.0
13,22.0,75.0,30.0,30.0,280.0,90.0,370.0,250.0
14,22.0,85.0,10.0,489.0,698.0,90.0,788.0,209.0
15,20.0,80.0,40.0,318.0,495.0,90.0,585.0,177.0
16,20.0,85.0,40.0,394.0,609.0,90.0,699.0,215.0
17,18.0,75.0,20.0,33.0,226.0,90.0,316.0,193.0
18,15.0,75.0,20.0,68.0,365.0,90.0,455.0,297.0
19,15.0,80.0,10.0,176.0,447.0,90.0,537.0,271.0
20,30.0,50.0,10.0,10.0,265.0,90.0,355.0,255.0
21,30.0,52.0,20.0,836.0,1043.0,90.0,1133.0,207.0
22,28.0,52.0,20.0,704.0,991.0,90.0,1081.0,287.0
23,28.0,55.0,10.0,664.0,845.0,90.0,935.0,181.0
24,25.0,50.0,10.0,15.0,333.0,90.0,423.0,318.0
25,25.0,52.0,40.0,88.0,305.0,90.0,395.0,217.0
