Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,52.0,75.0,10.0,302.0,479.0,90.0,569.0,177.0
2,45.0,70.0,30.0,157.0,428.0,90.0,518.0,271.0
3,62.0,69.0,10.0,1138.0,1355.0,90.0,1445.0,217.0
4,60.0,66.0,10.0,1247.0,1434.0,90.0,1524.0,187.0
5,42.0,65.0,10.0,15.0,208.0,90.0,298.0,193.0
6,16.0,42.0,20.0,209.0,944.0,90.0,1034.0,735.0
7,58.0,70.0,20.0,1059.0,1246.0,90.0,1336.0,187.0
8,34.0,60.0,20.0,2035.0,3288.0,90.0,3378.0,1253.0
9,28.0,70.0,10.0,2090.0,3271.0,90.0,3361.0,1181.0
10,35.0,66.0,10.0,2311.0,3283.0,90.0,3373.0,972.0
11,35.0,69.0,10.0,2428.0,3127.0,90.0,3217.0,699.0
12,25.0,85.0,20.0,1772.0,2625.0,90.0,2715.0,853.0
13,22.0,75.0,30.0,2135.0,2834.0,90.0,2924.0,699.0
14,22.0,85.0,10.0,1586.0,2625.0,90.0,2715.0,1039.0
15,20.0,80.0,40.0,1858.0,2733.0,90.0,2823.0,875.0
16,20.0,85.0,40.0,1512.0,2515.0,90.0,2605.0,1003.0
17,18.0,75.0,20.0,1895.0,2886.0,90.0,2976.0,991.0
18,15.0,75.0,20.0,1299.0,2344.0,90.0,2434.0,1045.0
19,15.0,80.0,10.0,1461.0,2372.0,90.0,2462.0,911.0
20,30.0,50.0,10.0,10.0,963.0,90.0,1053.0,953.0
21,30.0,56.0,20.0,2062.0,3288.0,90.0,3378.0,1226.0
22,28.0,52.0,20.0,12.0,752.0,90.0,842.0,740.0
23,14.0,66.0,10.0,1316.0,2129.0,90.0,2219.0,813.0
24,25.0,50.0,10.0,15.0,532.0,90.0,622.0,517.0
25,22.0,66.0,40.0,2177.0,2990.0,90.0,3080.0,813.0
