Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,25.0,85.0,20.0,388.0,911.0,10.0,921.0,523.0
2,22.0,75.0,30.0,30.0,546.0,10.0,556.0,516.0
3,22.0,85.0,10.0,353.0,708.0,10.0,718.0,355.0
4,20.0,80.0,40.0,425.0,913.0,10.0,923.0,488.0
5,20.0,85.0,20.0,40.0,630.0,10.0,640.0,590.0
6,18.0,75.0,20.0,228.0,667.0,10.0,677.0,439.0
7,15.0,75.0,20.0,161.0,558.0,10.0,568.0,397.0
8,15.0,80.0,10.0,229.0,624.0,10.0,634.0,395.0
9,10.0,35.0,20.0,213.0,648.0,10.0,658.0,435.0
10,10.0,40.0,30.0,404.0,753.0,10.0,763.0,349.0
11,8.0,40.0,40.0,33.0,511.0,10.0,521.0,478.0
12,8.0,45.0,20.0,46.0,519.0,10.0,529.0,473.0
13,5.0,35.0,10.0,395.0,911.0,10.0,921.0,516.0
14,5.0,45.0,10.0,35.0,697.0,10.0,707.0,662.0
15,2.0,40.0,20.0,39.0,528.0,10.0,538.0,489.0
16,0.0,40.0,20.0,94.0,535.0,10.0,545.0,441.0
17,0.0,45.0,20.0,394.0,909.0,10.0,919.0,515.0
18,44.0,5.0,20.0,218.0,571.0,10.0,581.0,353.0
19,42.0,10.0,40.0,85.0,542.0,10.0,552.0,457.0
20,42.0,15.0,10.0,391.0,802.0,10.0,812.0,411.0
21,40.0,5.0,10.0,45.0,517.0,10.0,527.0,472.0
22,40.0,15.0,40.0,229.0,640.0,10.0,650.0,411.0
23,38.0,5.0,30.0,45.0,523.0,10.0,533.0,478.0
24,38.0,15.0,10.0,389.0,914.0,10.0,924.0,525.0
25,35.0,5.0,20.0,386.0,904.0,10.0,914.0,518.0
