0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
,15.231546211727816,18.0,22.36067977499789,25.0,20.615528128088304,11.180339887498945,21.213203435596427,26.248809496813372,32.01562118716424,25.495097567963924,33.541019662496836,15.0,11.180339887498945,32.01562118716424,30.413812651491103,29.154759474226502,30.413812651491103,15.811388300841895,32.01562118716424,31.622776601683796,18.027756377319946,26.925824035672523,36.05551275463989,30.0,33.541019662496836
15.231546211727816,,32.55764119219941,14.560219778561034,32.202484376209235,32.202484376209235,24.839484696748446,21.02379604162864,31.57530680769389,17.804493814764854,15.556349186104045,26.40075756488817,16.643316977093242,26.40075756488817,46.872166581031856,45.35416188179427,42.44997055358225,40.70626487409525,22.84731931759173,28.23118842698621,16.492422502470642,29.27456233660889,39.204591567825325,46.17358552246078,27.784887978899608,37.64306044943742
18.0,32.55764119219941,,34.40930106817051,20.223748416156685,23.853720883753127,16.401219466856727,36.24913792078372,36.069377593742864,47.4236228055175,43.289721643826724,50.28916384272063,23.430749027719962,9.433981132056603,21.18962010041709,13.0,25.179356624028344,32.69556544854363,27.459060435491967,47.4236228055175,49.03060268852505,10.44030650891055,12.206555615733702,23.323807579381203,34.9857113690718,30.14962686336267
22.36067977499789,14.560219778561034,34.40930106817051,,25.0,42.72001872658765,33.541019662496836,35.355339059327385,45.04442251822083,15.0,29.154759474226502,40.311288741492746,11.180339887498945,32.01562118716424,53.150729063673246,47.16990566028302,51.478150704935004,52.20153254455275,35.355339059327385,42.72001872658765,22.36067977499789,26.925824035672523,36.40054944640259,40.0,14.142135623730953,26.925824035672523
25.0,32.202484376209235,20.223748416156685,25.0,,41.23105625617661,31.622776601683796,46.09772228646443,50.53711507397311,40.0,47.16990566028302,57.00877125495689,15.811388300841895,25.495097567963924,41.23105625617661,29.154759474226502,45.0,50.99019513592785,40.311288741492746,56.56854249492381,46.09772228646443,10.0,14.142135623730953,15.0,18.027756377319946,10.0
20.615528128088304,32.202484376209235,23.853720883753127,42.72001872658765,41.23105625617661,,10.0,20.615528128088304,13.92838827718412,50.0,33.541019662496836,35.355339059327385,35.355339059327385,15.811388300841895,20.0,29.154759474226502,11.180339887498945,10.0,11.180339887498945,30.0,46.09772228646443,31.622776601683796,36.05551275463989,47.16990566028302,50.24937810560446,50.99019513592785
11.180339887498945,24.839484696748446,16.401219466856727,33.541019662496836,31.622776601683796,10.0,,20.615528128088304,19.849433241279208,42.42640687119285,30.413812651491103,35.355339059327385,25.495097567963924,7.071067811865476,22.36067977499789,25.495097567963924,18.027756377319946,20.0,11.180339887498945,31.622776601683796,40.311288741492746,22.36067977499789,28.284271247461906,39.05124837953327,40.311288741492746,41.23105625617661
21.213203435596427,21.02379604162864,36.24913792078372,35.355339059327385,46.09772228646443,20.615528128088304,20.615528128088304,,12.206555615733702,36.40054944640259,14.142135623730953,15.0,33.541019662496836,26.925824035672523,40.311288741492746,46.09772228646443,31.622776601683796,25.0,10.0,11.180339887498945,29.154759474226502,39.05124837953327,47.16990566028302,57.00877125495689,47.434164902525694,54.083269131959845
26.248809496813372,31.57530680769389,36.069377593742864,45.04442251822083,50.53711507397311,13.92838827718412,19.849433241279208,12.206555615733702,,48.10405388322278,26.248809496813372,24.166091947189145,40.79215610874228,26.90724809414742,33.376638536557266,42.941821107167776,23.0,13.92838827718412,10.44030650891055,17.720045146669353,41.340053217188775,41.88078318274385,48.10405388322278,58.89821729050889,55.578772926361005,59.615434243155526
32.01562118716424,17.804493814764854,47.4236228055175,15.0,40.0,50.0,42.42640687119285,36.40054944640259,48.10405388322278,,25.0,35.355339059327385,25.495097567963924,43.01162633521314,64.03124237432849,60.41522986797286,60.207972893961475,58.309518948453004,40.311288741492746,40.0,11.180339887498945,41.23105625617661,50.99019513592785,55.0,26.925824035672523,41.23105625617661
