Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,25.0,85.0,20.0,125.0,191.0,10.0,201.0
2,22.0,75.0,30.0,32.0,97.0,10.0,107.0
3,22.0,85.0,10.0,101.0,146.0,10.0,156.0
4,20.0,80.0,40.0,71.0,193.0,10.0,203.0
5,20.0,85.0,20.0,40.0,113.0,10.0,123.0
6,18.0,75.0,20.0,55.0,164.0,10.0,174.0
7,15.0,75.0,20.0,69.0,118.0,10.0,128.0
8,15.0,80.0,10.0,56.0,155.0,10.0,165.0
9,10.0,35.0,20.0,51.0,160.0,10.0,170.0
10,10.0,40.0,30.0,90.0,177.0,10.0,187.0
11,8.0,40.0,40.0,33.0,152.0,10.0,162.0
12,8.0,45.0,20.0,49.0,108.0,10.0,118.0
13,5.0,35.0,10.0,62.0,191.0,10.0,201.0
14,5.0,45.0,10.0,35.0,117.0,10.0,127.0
15,2.0,40.0,20.0,39.0,161.0,10.0,171.0
16,0.0,40.0,20.0,59.0,114.0,10.0,124.0
17,0.0,45.0,20.0,60.0,189.0,10.0,199.0
18,44.0,5.0,20.0,79.0,124.0,10.0,134.0
19,42.0,10.0,40.0,58.0,115.0,10.0,125.0
20,42.0,15.0,10.0,111.0,162.0,10.0,172.0
21,40.0,5.0,10.0,52.0,111.0,10.0,121.0
22,40.0,15.0,40.0,55.0,158.0,10.0,168.0
23,38.0,5.0,30.0,45.0,164.0,10.0,174.0
24,38.0,15.0,10.0,128.0,194.0,10.0,204.0
25,35.0,5.0,20.0,54.0,184.0,10.0,194.0
26,95.0,30.0,30.0,105.0,154.0,10.0,164.0
27,95.0,35.0,20.0,57.0,172.0,10.0,182.0
28,92.0,30.0,10.0,55.0,120.0,10.0,130.0
29,90.0,35.0,10.0,52.0,112.0,10.0,122.0
30,88.0,30.0,10.0,52.0,159.0,10.0,169.0
31,88.0,35.0,20.0,50.0,110.0,10.0,120.0
32,87.0,30.0,10.0,116.0,175.0,10.0,185.0
33,85.0,25.0,10.0,51.0,178.0,10.0,188.0
34,85.0,35.0,30.0,100.0,151.0,10.0,161.0
35,67.0,85.0,20.0,61.0,185.0,10.0,195.0
36,65.0,85.0,40.0,43.0,186.0,10.0,196.0
37,65.0,82.0,10.0,113.0,164.0,10.0,174.0
38,62.0,80.0,30.0,37.0,148.0,10.0,158.0
39,60.0,80.0,10.0,36.0,191.0,10.0,201.0
40,60.0,85.0,30.0,50.0,149.0,10.0,159.0
41,58.0,75.0,20.0,48.0,165.0,10.0,175.0
42,55.0,80.0,10.0,33.0,166.0,10.0,176.0
43,55.0,85.0,20.0,117.0,168.0,10.0,178.0
44,55.0,82.0,10.0,35.0,148.0,10.0,158.0
45,20.0,82.0,10.0,37.0,177.0,10.0,187.0
46,18.0,80.0,10.0,98.0,157.0,10.0,167.0
47,2.0,45.0,10.0,38.0,109.0,10.0,119.0
48,42.0,5.0,10.0,120.0,184.0,10.0,194.0
49,42.0,12.0,10.0,79.0,158.0,10.0,168.0
50,72.0,35.0,30.0,104.0,157.0,10.0,167.0
