Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,25.0,85.0,20.0,431.0,911.0,10.0,921.0
2,22.0,75.0,30.0,30.0,510.0,10.0,520.0
3,22.0,85.0,10.0,291.0,771.0,10.0,781.0
4,20.0,80.0,40.0,674.0,734.0,10.0,744.0
5,20.0,85.0,20.0,40.0,520.0,10.0,530.0
6,18.0,75.0,20.0,393.0,502.0,10.0,512.0
7,15.0,75.0,20.0,120.0,600.0,10.0,610.0
8,15.0,80.0,10.0,397.0,457.0,10.0,467.0
9,10.0,35.0,20.0,401.0,461.0,10.0,471.0
10,10.0,40.0,30.0,535.0,622.0,10.0,632.0
11,8.0,40.0,40.0,225.0,285.0,10.0,295.0
12,8.0,45.0,20.0,43.0,523.0,10.0,533.0
13,5.0,35.0,10.0,683.0,743.0,10.0,753.0
14,5.0,45.0,10.0,35.0,366.0,10.0,376.0
15,2.0,40.0,20.0,204.0,264.0,10.0,274.0
16,0.0,40.0,20.0,204.0,425.0,10.0,435.0
17,0.0,45.0,20.0,698.0,827.0,10.0,837.0
18,44.0,5.0,20.0,306.0,483.0,10.0,493.0
19,42.0,10.0,40.0,199.0,428.0,10.0,438.0
20,42.0,15.0,10.0,494.0,699.0,10.0,709.0
21,40.0,5.0,10.0,45.0,525.0,10.0,535.0
22,40.0,15.0,40.0,383.0,486.0,10.0,496.0
23,38.0,5.0,30.0,231.0,291.0,10.0,301.0
24,38.0,15.0,10.0,609.0,872.0,10.0,882.0
25,35.0,5.0,20.0,821.0,881.0,10.0,891.0
26,95.0,30.0,30.0,349.0,829.0,10.0,839.0
27,95.0,35.0,20.0,138.0,273.0,10.0,283.0
28,92.0,30.0,10.0,78.0,339.0,10.0,349.0
29,90.0,35.0,10.0,132.0,375.0,10.0,385.0
30,88.0,30.0,10.0,252.0,359.0,10.0,369.0
31,88.0,35.0,20.0,50.0,530.0,10.0,540.0
32,87.0,30.0,10.0,562.0,799.0,10.0,809.0
33,85.0,25.0,10.0,71.0,208.0,10.0,218.0
34,85.0,35.0,30.0,307.0,787.0,10.0,797.0
35,67.0,85.0,20.0,655.0,778.0,10.0,788.0
36,65.0,85.0,40.0,43.0,186.0,10.0,196.0
37,65.0,82.0,10.0,377.0,857.0,10.0,867.0
38,62.0,80.0,30.0,308.0,368.0,10.0,378.0
39,60.0,80.0,10.0,46.0,201.0,10.0,211.0
40,60.0,85.0,30.0,339.0,438.0,10.0,448.0
41,58.0,75.0,20.0,377.0,494.0,10.0,504.0
42,55.0,80.0,10.0,33.0,166.0,10.0,176.0
43,55.0,85.0,20.0,531.0,736.0,10.0,746.0
44,55.0,82.0,10.0,247.0,307.0,10.0,317.0
45,20.0,82.0,10.0,37.0,177.0,10.0,187.0
46,18.0,80.0,10.0,432.0,665.0,10.0,675.0
47,2.0,45.0,10.0,38.0,322.0,10.0,332.0
48,42.0,5.0,10.0,424.0,904.0,10.0,914.0
49,42.0,12.0,10.0,460.0,539.0,10.0,549.0
50,72.0,35.0,30.0,327.0,807.0,10.0,817.0
