Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,52.0,75.0,10.0,311.0,471.0,90.0,561.0,160.0
2,45.0,70.0,30.0,213.0,373.0,90.0,463.0,160.0
3,62.0,69.0,10.0,1167.0,1327.0,90.0,1417.0,160.0
4,60.0,66.0,10.0,1261.0,1421.0,90.0,1511.0,160.0
5,42.0,65.0,10.0,25.0,185.0,90.0,275.0,160.0
6,16.0,42.0,20.0,497.0,657.0,90.0,747.0,160.0
7,58.0,70.0,20.0,1073.0,1233.0,90.0,1323.0,160.0
8,34.0,60.0,20.0,2887.0,3047.0,90.0,3137.0,160.0
9,28.0,70.0,10.0,2601.0,2761.0,90.0,2851.0,160.0
10,35.0,66.0,10.0,2791.0,2951.0,90.0,3041.0,160.0
11,35.0,69.0,10.0,2698.0,2858.0,90.0,2948.0,160.0
12,25.0,85.0,20.0,2119.0,2279.0,90.0,2369.0,160.0
13,22.0,75.0,30.0,2405.0,2565.0,90.0,2655.0,160.0
14,22.0,85.0,10.0,2026.0,2186.0,90.0,2276.0,160.0
15,20.0,80.0,40.0,2216.0,2376.0,90.0,2466.0,160.0
16,20.0,85.0,40.0,1934.0,2094.0,90.0,2184.0,160.0
17,18.0,75.0,20.0,2311.0,2471.0,90.0,2561.0,160.0
18,15.0,75.0,20.0,1742.0,1902.0,90.0,1992.0,160.0
19,15.0,80.0,10.0,1837.0,1997.0,90.0,2087.0,160.0
20,30.0,50.0,10.0,10.0,170.0,90.0,260.0,160.0
21,30.0,56.0,20.0,2983.0,3143.0,90.0,3233.0,160.0
22,28.0,52.0,20.0,22.0,182.0,90.0,272.0,160.0
23,14.0,66.0,10.0,1643.0,1803.0,90.0,1893.0,160.0
24,25.0,50.0,10.0,116.0,276.0,90.0,366.0,160.0
25,22.0,66.0,40.0,2504.0,2664.0,90.0,2754.0,160.0
