Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,45,68,10,890,989,90,1079,99
2,45,70,30,816,879,90,969,63
3,42,66,10,55,156,90,246,101
4,42,68,10,703,806,90,896,103
5,42,65,10,15,60,90,150,45
6,40,69,20,559,764,90,854,205
7,40,66,20,172,223,90,313,51
8,38,68,20,250,329,90,419,79
9,38,70,10,489,650,90,740,161
10,35,66,10,361,406,90,496,45
11,35,69,10,450,503,90,593,53
12,25,85,20,647,726,90,816,79
13,22,75,30,30,95,90,185,65
14,22,85,10,571,616,90,706,45
15,20,80,40,392,421,90,511,29
16,20,85,40,478,525,90,615,47
17,18,75,20,105,142,90,232,37
18,15,75,20,172,261,90,351,89
19,15,80,10,274,349,90,439,75
20,30,50,10,10,77,90,167,67
21,30,52,20,918,961,90,1051,43
22,28,52,20,806,889,90,979,83
23,28,55,10,739,770,90,860,31
24,25,50,10,55,154,90,244,99
25,25,52,40,172,221,90,311,49
