Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,52.0,75.0,10.0,0.0,3272.0,90.0,3362.0
2,45.0,70.0,30.0,0.0,3279.0,90.0,3369.0
3,62.0,69.0,10.0,0.0,3270.0,90.0,3360.0
4,60.0,66.0,10.0,1261.0,1421.0,90.0,1511.0
5,42.0,65.0,10.0,0.0,3284.0,90.0,3374.0
6,16.0,42.0,20.0,497.0,657.0,90.0,747.0
7,58.0,70.0,20.0,0.0,3273.0,90.0,3363.0
8,34.0,60.0,20.0,2887.0,3047.0,90.0,3137.0
9,28.0,70.0,10.0,2601.0,2761.0,90.0,2851.0
10,35.0,66.0,10.0,2791.0,2951.0,90.0,3041.0
11,35.0,69.0,10.0,2698.0,2858.0,90.0,2948.0
12,25.0,85.0,20.0,0.0,3261.0,90.0,3351.0
13,22.0,75.0,30.0,2405.0,2565.0,90.0,2655.0
14,22.0,85.0,10.0,2026.0,2186.0,90.0,2276.0
15,20.0,80.0,40.0,2216.0,2376.0,90.0,2466.0
16,20.0,85.0,40.0,1934.0,2094.0,90.0,2184.0
17,18.0,75.0,20.0,2311.0,2471.0,90.0,2561.0
18,15.0,75.0,20.0,1742.0,1902.0,90.0,1992.0
19,15.0,80.0,10.0,1837.0,1997.0,90.0,2087.0
20,30.0,50.0,10.0,10.0,170.0,90.0,260.0
21,30.0,56.0,20.0,0.0,3288.0,90.0,3378.0
22,28.0,52.0,20.0,22.0,182.0,90.0,272.0
23,14.0,66.0,10.0,1643.0,1803.0,90.0,1893.0
24,25.0,50.0,10.0,116.0,276.0,90.0,366.0
25,22.0,66.0,40.0,2504.0,2664.0,90.0,2754.0
26,8.0,62.0,10.0,0.0,3265.0,90.0,3355.0
27,23.0,52.0,10.0,209.0,369.0,90.0,459.0
28,4.0,55.0,20.0,1447.0,1607.0,90.0,1697.0
29,20.0,50.0,10.0,398.0,558.0,90.0,648.0
30,20.0,55.0,10.0,303.0,463.0,90.0,553.0
31,10.0,35.0,20.0,0.0,3266.0,90.0,3356.0
32,10.0,40.0,30.0,593.0,753.0,90.0,843.0
33,8.0,40.0,40.0,685.0,845.0,90.0,935.0
34,8.0,45.0,20.0,0.0,3267.0,90.0,3357.0
35,5.0,35.0,10.0,876.0,1036.0,90.0,1126.0
36,5.0,45.0,10.0,1253.0,1413.0,90.0,1503.0
37,2.0,40.0,20.0,0.0,3260.0,90.0,3350.0
38,0.0,40.0,30.0,1063.0,1223.0,90.0,1313.0
39,0.0,45.0,20.0,1158.0,1318.0,90.0,1408.0
40,36.0,18.0,10.0,1819.0,1979.0,90.0,2069.0
41,35.0,32.0,10.0,2758.0,2918.0,90.0,3008.0
42,33.0,32.0,20.0,2666.0,2826.0,90.0,2916.0
43,33.0,35.0,10.0,2573.0,2733.0,90.0,2823.0
44,32.0,20.0,10.0,1913.0,2073.0,90.0,2163.0
45,30.0,30.0,10.0,2105.0,2265.0,90.0,2355.0
46,34.0,25.0,30.0,2009.0,2169.0,90.0,2259.0
47,30.0,35.0,10.0,2480.0,2640.0,90.0,2730.0
48,36.0,40.0,10.0,0.0,3289.0,90.0,3379.0
49,48.0,20.0,10.0,967.0,1127.0,90.0,1217.0
50,26.0,32.0,10.0,0.0,3277.0,90.0,3367.0
