Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,45.0,68.0,10.0,850.0,1030.0,90.0,1120.0,180.0
2,45.0,70.0,30.0,758.0,938.0,90.0,1028.0,180.0
3,42.0,66.0,10.0,16.0,196.0,90.0,286.0,180.0
4,42.0,68.0,10.0,665.0,845.0,90.0,935.0,180.0
5,42.0,65.0,10.0,15.0,195.0,90.0,285.0,180.0
6,40.0,69.0,20.0,572.0,752.0,90.0,842.0,180.0
7,40.0,66.0,20.0,108.0,288.0,90.0,378.0,180.0
8,38.0,68.0,20.0,200.0,380.0,90.0,470.0,180.0
9,38.0,70.0,10.0,480.0,660.0,90.0,750.0,180.0
10,35.0,66.0,10.0,294.0,474.0,90.0,564.0,180.0
11,35.0,69.0,10.0,387.0,567.0,90.0,657.0,180.0
12,25.0,85.0,20.0,597.0,777.0,90.0,867.0,180.0
13,22.0,75.0,30.0,30.0,210.0,90.0,300.0,180.0
14,22.0,85.0,10.0,504.0,684.0,90.0,774.0,180.0
15,20.0,80.0,40.0,317.0,497.0,90.0,587.0,180.0
16,20.0,85.0,40.0,412.0,592.0,90.0,682.0,180.0
17,18.0,75.0,20.0,34.0,214.0,90.0,304.0,180.0
18,15.0,75.0,20.0,127.0,307.0,90.0,397.0,180.0
19,15.0,80.0,10.0,222.0,402.0,90.0,492.0,180.0
20,30.0,50.0,10.0,10.0,190.0,90.0,280.0,180.0
21,30.0,52.0,20.0,850.0,1030.0,90.0,1120.0,180.0
22,28.0,52.0,20.0,758.0,938.0,90.0,1028.0,180.0
23,28.0,55.0,10.0,665.0,845.0,90.0,935.0,180.0
24,25.0,50.0,10.0,15.0,195.0,90.0,285.0,180.0
25,25.0,52.0,40.0,107.0,287.0,90.0,377.0,180.0
26,25.0,55.0,10.0,572.0,752.0,90.0,842.0,180.0
27,23.0,52.0,10.0,199.0,379.0,90.0,469.0,180.0
28,23.0,55.0,20.0,480.0,660.0,90.0,750.0,180.0
29,20.0,50.0,10.0,292.0,472.0,90.0,562.0,180.0
30,20.0,55.0,10.0,387.0,567.0,90.0,657.0,180.0
31,10.0,35.0,20.0,129.0,309.0,90.0,399.0,180.0
32,10.0,40.0,30.0,31.0,211.0,90.0,301.0,180.0
33,8.0,40.0,40.0,33.0,213.0,90.0,303.0,180.0
34,8.0,45.0,20.0,694.0,874.0,90.0,964.0,180.0
35,5.0,35.0,10.0,224.0,404.0,90.0,494.0,180.0
36,5.0,45.0,10.0,601.0,781.0,90.0,871.0,180.0
37,2.0,40.0,20.0,319.0,499.0,90.0,589.0,180.0
38,0.0,40.0,30.0,411.0,591.0,90.0,681.0,180.0
39,0.0,45.0,20.0,506.0,686.0,90.0,776.0,180.0
40,35.0,30.0,10.0,203.0,383.0,90.0,473.0,180.0
41,35.0,32.0,10.0,111.0,291.0,90.0,381.0,180.0
42,33.0,32.0,20.0,19.0,199.0,90.0,289.0,180.0
43,33.0,35.0,10.0,16.0,196.0,90.0,286.0,180.0
44,32.0,30.0,10.0,296.0,476.0,90.0,566.0,180.0
45,30.0,30.0,10.0,481.0,661.0,90.0,751.0,180.0
46,30.0,32.0,30.0,389.0,569.0,90.0,659.0,180.0
47,30.0,35.0,10.0,947.0,1127.0,90.0,1217.0,180.0
48,28.0,30.0,10.0,573.0,753.0,90.0,843.0,180.0
49,28.0,35.0,10.0,944.0,1124.0,90.0,1214.0,180.0
50,26.0,32.0,10.0,758.0,938.0,90.0,1028.0,180.0
51,25.0,30.0,10.0,666.0,846.0,90.0,936.0,180.0
52,25.0,35.0,10.0,851.0,1031.0,90.0,1121.0,180.0
53,44.0,5.0,20.0,227.0,407.0,90.0,497.0,180.0
54,42.0,10.0,40.0,132.0,312.0,90.0,402.0,180.0
55,42.0,15.0,10.0,37.0,217.0,90.0,307.0,180.0
56,40.0,5.0,30.0,321.0,501.0,90.0,591.0,180.0
57,40.0,15.0,40.0,35.0,215.0,90.0,305.0,180.0
58,38.0,5.0,30.0,413.0,593.0,90.0,683.0,180.0
59,38.0,15.0,10.0,606.0,786.0,90.0,876.0,180.0
60,35.0,5.0,20.0,506.0,686.0,90.0,776.0,180.0
61,50.0,30.0,10.0,481.0,661.0,90.0,751.0,180.0
62,50.0,35.0,20.0,200.0,380.0,90.0,470.0,180.0
63,50.0,40.0,50.0,105.0,285.0,90.0,375.0,180.0
64,48.0,30.0,10.0,573.0,753.0,90.0,843.0,180.0
65,48.0,40.0,10.0,13.0,193.0,90.0,283.0,180.0
66,47.0,35.0,10.0,761.0,941.0,90.0,1031.0,180.0
67,47.0,40.0,10.0,12.0,192.0,90.0,282.0,180.0
68,45.0,30.0,10.0,666.0,846.0,90.0,936.0,180.0
69,45.0,35.0,10.0,853.0,1033.0,90.0,1123.0,180.0
70,95.0,30.0,30.0,332.0,512.0,90.0,602.0,180.0
71,95.0,35.0,20.0,237.0,417.0,90.0,507.0,180.0
72,53.0,30.0,10.0,388.0,568.0,90.0,658.0,180.0
73,92.0,30.0,10.0,425.0,605.0,90.0,695.0,180.0
74,53.0,35.0,50.0,293.0,473.0,90.0,563.0,180.0
75,45.0,65.0,20.0,943.0,1123.0,90.0,1213.0,180.0
76,90.0,35.0,10.0,142.0,322.0,90.0,412.0,180.0
