Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,45.0,68.0,10.0,0.0,1127.0,90.0,1217.0
2,45.0,70.0,30.0,0.0,1125.0,90.0,1215.0
3,42.0,66.0,10.0,0.0,1129.0,90.0,1219.0
4,42.0,68.0,10.0,727.0,782.0,90.0,872.0
5,42.0,65.0,10.0,0.0,1130.0,90.0,1220.0
6,40.0,69.0,20.0,621.0,702.0,90.0,792.0
7,40.0,66.0,20.0,0.0,1130.0,90.0,1220.0
8,38.0,68.0,20.0,255.0,324.0,90.0,414.0
9,38.0,70.0,10.0,534.0,605.0,90.0,695.0
10,35.0,66.0,10.0,357.0,410.0,90.0,500.0
11,35.0,69.0,10.0,448.0,505.0,90.0,595.0
12,25.0,85.0,20.0,0.0,1107.0,90.0,1197.0
13,22.0,75.0,30.0,30.0,92.0,90.0,182.0
14,22.0,85.0,10.0,0.0,1106.0,90.0,1196.0
15,20.0,80.0,40.0,384.0,429.0,90.0,519.0
16,20.0,85.0,40.0,0.0,1105.0,90.0,1195.0
17,18.0,75.0,20.0,99.0,148.0,90.0,238.0
18,15.0,75.0,20.0,0.0,1110.0,90.0,1200.0
19,15.0,80.0,10.0,0.0,1106.0,90.0,1196.0
20,30.0,50.0,10.0,0.0,1136.0,90.0,1226.0
21,30.0,52.0,20.0,0.0,1135.0,90.0,1225.0
22,28.0,52.0,20.0,812.0,883.0,90.0,973.0
23,28.0,55.0,10.0,732.0,777.0,90.0,867.0
24,25.0,50.0,10.0,0.0,1131.0,90.0,1221.0
25,25.0,52.0,40.0,169.0,224.0,90.0,314.0
26,25.0,55.0,10.0,0.0,1130.0,90.0,1220.0
27,23.0,52.0,10.0,261.0,316.0,90.0,406.0
28,23.0,55.0,20.0,0.0,1128.0,90.0,1218.0
29,20.0,50.0,10.0,0.0,1126.0,90.0,1216.0
30,20.0,55.0,10.0,449.0,504.0,90.0,594.0
31,10.0,35.0,20.0,0.0,1112.0,90.0,1202.0
32,10.0,40.0,30.0,0.0,1114.0,90.0,1204.0
33,8.0,40.0,40.0,87.0,158.0,90.0,248.0
34,8.0,45.0,20.0,0.0,1113.0,90.0,1203.0
35,5.0,35.0,10.0,283.0,344.0,90.0,434.0
36,5.0,45.0,10.0,665.0,716.0,90.0,806.0
37,2.0,40.0,20.0,0.0,1106.0,90.0,1196.0
38,0.0,40.0,30.0,479.0,522.0,90.0,612.0
39,0.0,45.0,20.0,567.0,624.0,90.0,714.0
40,35.0,30.0,10.0,264.0,321.0,90.0,411.0
41,35.0,32.0,10.0,166.0,235.0,90.0,325.0
42,33.0,32.0,20.0,68.0,149.0,90.0,239.0
43,33.0,35.0,10.0,0.0,1129.0,90.0,1219.0
44,32.0,30.0,10.0,359.0,412.0,90.0,502.0
45,30.0,30.0,10.0,541.0,600.0,90.0,690.0
46,30.0,32.0,30.0,0.0,1125.0,90.0,1215.0
47,30.0,35.0,10.0,0.0,1127.0,90.0,1217.0
48,28.0,30.0,10.0,0.0,1122.0,90.0,1212.0
49,28.0,35.0,10.0,1001.0,1066.0,90.0,1156.0
50,26.0,32.0,10.0,0.0,1123.0,90.0,1213.0
