Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,73.0,204.0,10.0,214.0,131.0
2,35.0,17.0,7.0,18.0,147.0,10.0,157.0,129.0
3,55.0,45.0,13.0,76.0,165.0,10.0,175.0,89.0
4,55.0,20.0,19.0,73.0,195.0,10.0,205.0,122.0
5,15.0,30.0,26.0,20.0,167.0,10.0,177.0,147.0
6,25.0,30.0,3.0,49.0,158.0,10.0,168.0,109.0
7,20.0,50.0,5.0,36.0,135.0,10.0,145.0,99.0
8,10.0,43.0,9.0,50.0,149.0,10.0,159.0,99.0
9,55.0,60.0,16.0,47.0,156.0,10.0,166.0,109.0
10,30.0,60.0,16.0,85.0,172.0,10.0,182.0,87.0
11,20.0,65.0,12.0,33.0,152.0,10.0,162.0,119.0
12,50.0,35.0,19.0,15.0,133.0,10.0,143.0,118.0
13,30.0,25.0,23.0,79.0,208.0,10.0,218.0,129.0
14,15.0,10.0,20.0,32.0,187.0,10.0,197.0,155.0
15,30.0,5.0,8.0,30.0,152.0,10.0,162.0,122.0
16,10.0,20.0,19.0,29.0,139.0,10.0,149.0,110.0
17,5.0,30.0,2.0,60.0,189.0,10.0,199.0,129.0
18,20.0,40.0,12.0,47.0,136.0,10.0,146.0,89.0
19,15.0,60.0,17.0,32.0,146.0,10.0,156.0,114.0
20,45.0,65.0,9.0,79.0,182.0,10.0,192.0,103.0
21,45.0,20.0,11.0,18.0,136.0,10.0,146.0,118.0
22,45.0,10.0,18.0,50.0,153.0,10.0,163.0,103.0
23,55.0,5.0,29.0,36.0,155.0,10.0,165.0,119.0
24,65.0,35.0,3.0,58.0,190.0,10.0,200.0,132.0
25,65.0,20.0,6.0,56.0,186.0,10.0,196.0,130.0
26,45.0,30.0,17.0,87.0,186.0,10.0,196.0,99.0
27,35.0,40.0,16.0,5.0,140.0,10.0,150.0,135.0
28,41.0,37.0,16.0,6.0,136.0,10.0,146.0,130.0
29,64.0,42.0,9.0,29.0,150.0,10.0,160.0,121.0
30,40.0,60.0,21.0,25.0,132.0,10.0,142.0,107.0
31,31.0,52.0,27.0,17.0,138.0,10.0,148.0,121.0
32,35.0,69.0,23.0,67.0,186.0,10.0,196.0,119.0
33,53.0,52.0,11.0,24.0,161.0,10.0,171.0,137.0
34,65.0,55.0,14.0,70.0,173.0,10.0,183.0,103.0
35,63.0,65.0,8.0,54.0,178.0,10.0,188.0,124.0
36,2.0,60.0,5.0,41.0,178.0,10.0,188.0,137.0
37,20.0,20.0,8.0,87.0,190.0,10.0,200.0,103.0
38,5.0,5.0,16.0,42.0,153.0,10.0,163.0,111.0
39,60.0,12.0,31.0,33.0,186.0,10.0,196.0,153.0
40,40.0,25.0,9.0,40.0,139.0,10.0,149.0,99.0
41,42.0,7.0,5.0,43.0,160.0,10.0,170.0,117.0
42,24.0,12.0,5.0,25.0,158.0,10.0,168.0,133.0
43,23.0,3.0,7.0,82.0,185.0,10.0,195.0,103.0
44,11.0,14.0,18.0,31.0,144.0,10.0,154.0,113.0
45,6.0,38.0,16.0,29.0,169.0,10.0,179.0,140.0
46,2.0,48.0,1.0,63.0,180.0,10.0,190.0,117.0
47,8.0,56.0,27.0,34.0,176.0,10.0,186.0,142.0
48,13.0,52.0,36.0,65.0,192.0,10.0,202.0,127.0
49,6.0,68.0,30.0,73.0,152.0,10.0,162.0,79.0
50,47.0,47.0,13.0,75.0,182.0,10.0,192.0,107.0
51,49.0,58.0,10.0,36.0,149.0,10.0,159.0,113.0
52,27.0,43.0,9.0,11.0,133.0,10.0,143.0,122.0
53,37.0,31.0,14.0,51.0,148.0,10.0,158.0,97.0
54,57.0,29.0,18.0,90.0,197.0,10.0,207.0,107.0
55,63.0,23.0,2.0,69.0,189.0,10.0,199.0,120.0
56,53.0,12.0,6.0,76.0,190.0,10.0,200.0,114.0
57,32.0,12.0,7.0,48.0,163.0,10.0,173.0,115.0
58,36.0,26.0,18.0,84.0,210.0,10.0,220.0,126.0
59,21.0,24.0,28.0,17.0,183.0,10.0,193.0,166.0
60,17.0,34.0,3.0,70.0,201.0,10.0,211.0,131.0
61,12.0,24.0,13.0,29.0,132.0,10.0,142.0,103.0
62,24.0,58.0,19.0,25.0,154.0,10.0,164.0,129.0
63,27.0,69.0,10.0,34.0,172.0,10.0,182.0,138.0
64,15.0,77.0,9.0,46.0,165.0,10.0,175.0,119.0
65,62.0,77.0,20.0,49.0,170.0,10.0,180.0,121.0
66,49.0,73.0,25.0,68.0,179.0,10.0,189.0,111.0
67,67.0,5.0,25.0,43.0,156.0,10.0,166.0,113.0
68,56.0,39.0,36.0,80.0,198.0,10.0,208.0,118.0
69,37.0,47.0,6.0,12.0,137.0,10.0,147.0,125.0
70,37.0,56.0,5.0,48.0,198.0,10.0,208.0,150.0
71,57.0,68.0,15.0,39.0,148.0,10.0,158.0,109.0
72,47.0,16.0,25.0,22.0,170.0,10.0,180.0,148.0
73,44.0,17.0,9.0,30.0,135.0,10.0,145.0,105.0
74,46.0,13.0,8.0,74.0,195.0,10.0,205.0,121.0
75,49.0,11.0,18.0,27.0,141.0,10.0,151.0,114.0
76,49.0,42.0,13.0,27.0,128.0,10.0,138.0,101.0
77,53.0,43.0,14.0,72.0,200.0,10.0,210.0,128.0
78,61.0,52.0,3.0,42.0,159.0,10.0,169.0,117.0
79,57.0,48.0,23.0,47.0,146.0,10.0,156.0,99.0
80,56.0,37.0,6.0,73.0,198.0,10.0,208.0,125.0
81,55.0,54.0,26.0,57.0,140.0,10.0,150.0,83.0
82,15.0,47.0,16.0,23.0,146.0,10.0,156.0,123.0
83,14.0,37.0,11.0,21.0,157.0,10.0,167.0,136.0
84,11.0,31.0,7.0,57.0,154.0,10.0,164.0,97.0
85,16.0,22.0,41.0,44.0,147.0,10.0,157.0,103.0
86,4.0,18.0,35.0,49.0,148.0,10.0,158.0,99.0
87,28.0,18.0,26.0,61.0,134.0,10.0,144.0,73.0
88,26.0,52.0,9.0,21.0,136.0,10.0,146.0,115.0
89,26.0,35.0,15.0,68.0,211.0,10.0,221.0,143.0
90,31.0,67.0,3.0,46.0,153.0,10.0,163.0,107.0
91,15.0,19.0,1.0,70.0,194.0,10.0,204.0,124.0
92,22.0,22.0,2.0,18.0,159.0,10.0,169.0,141.0
93,18.0,24.0,22.0,60.0,199.0,10.0,209.0,139.0
94,26.0,27.0,27.0,58.0,151.0,10.0,161.0,93.0
95,25.0,24.0,20.0,14.0,143.0,10.0,153.0,129.0
96,22.0,27.0,11.0,89.0,190.0,10.0,200.0,101.0
97,25.0,21.0,12.0,92.0,183.0,10.0,193.0,91.0
98,19.0,21.0,10.0,21.0,142.0,10.0,152.0,121.0
99,20.0,26.0,9.0,33.0,142.0,10.0,152.0,109.0
100,18.0,18.0,17.0,51.0,195.0,10.0,205.0,144.0
