Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,451.0,974.0,10.0,984.0,523.0
2,35.0,17.0,7.0,18.0,534.0,10.0,544.0,516.0
3,55.0,45.0,13.0,378.0,733.0,10.0,743.0,355.0
4,55.0,20.0,19.0,477.0,965.0,10.0,975.0,488.0
5,15.0,30.0,26.0,20.0,610.0,10.0,620.0,590.0
6,25.0,30.0,3.0,245.0,684.0,10.0,694.0,439.0
7,20.0,50.0,5.0,172.0,569.0,10.0,579.0,397.0
8,10.0,43.0,9.0,245.0,640.0,10.0,650.0,395.0
9,55.0,60.0,16.0,231.0,666.0,10.0,676.0,435.0
10,30.0,60.0,16.0,430.0,779.0,10.0,789.0,349.0
11,20.0,65.0,12.0,33.0,511.0,10.0,521.0,478.0
12,50.0,35.0,19.0,50.0,523.0,10.0,533.0,473.0
13,30.0,25.0,23.0,462.0,978.0,10.0,988.0,516.0
14,15.0,10.0,20.0,32.0,694.0,10.0,704.0,662.0
15,30.0,5.0,8.0,30.0,519.0,10.0,529.0,489.0
16,10.0,20.0,19.0,102.0,543.0,10.0,553.0,441.0
17,5.0,30.0,2.0,444.0,959.0,10.0,969.0,515.0
18,20.0,40.0,12.0,229.0,582.0,10.0,592.0,353.0
19,15.0,60.0,17.0,95.0,552.0,10.0,562.0,457.0
20,45.0,65.0,9.0,418.0,829.0,10.0,839.0,411.0
21,45.0,20.0,11.0,36.0,509.0,10.0,519.0,473.0
22,45.0,10.0,18.0,246.0,657.0,10.0,667.0,411.0
23,55.0,5.0,29.0,36.0,514.0,10.0,524.0,478.0
24,65.0,35.0,3.0,435.0,960.0,10.0,970.0,525.0
25,65.0,20.0,6.0,438.0,956.0,10.0,966.0,518.0
26,45.0,30.0,17.0,428.0,827.0,10.0,837.0,399.0
27,35.0,40.0,16.0,5.0,548.0,10.0,558.0,543.0
28,41.0,37.0,16.0,6.0,526.0,10.0,536.0,520.0
29,64.0,42.0,9.0,29.0,513.0,10.0,523.0,484.0
30,40.0,60.0,21.0,91.0,522.0,10.0,532.0,431.0
31,31.0,52.0,27.0,17.0,501.0,10.0,511.0,484.0
32,35.0,69.0,23.0,482.0,955.0,10.0,965.0,473.0
33,53.0,52.0,11.0,24.0,575.0,10.0,585.0,551.0
34,65.0,55.0,14.0,367.0,776.0,10.0,786.0,409.0
35,63.0,65.0,8.0,453.0,948.0,10.0,958.0,495.0
36,2.0,60.0,5.0,41.0,615.0,10.0,625.0,574.0
37,20.0,20.0,8.0,443.0,856.0,10.0,866.0,413.0
38,5.0,5.0,16.0,130.0,577.0,10.0,587.0,447.0
39,60.0,12.0,31.0,33.0,655.0,10.0,665.0,622.0
40,40.0,25.0,9.0,201.0,596.0,10.0,606.0,395.0
41,42.0,7.0,5.0,219.0,688.0,10.0,698.0,469.0
42,24.0,12.0,5.0,25.0,560.0,10.0,570.0,535.0
43,23.0,3.0,7.0,458.0,867.0,10.0,877.0,409.0
44,11.0,14.0,18.0,59.0,514.0,10.0,524.0,455.0
45,6.0,38.0,16.0,29.0,589.0,10.0,599.0,560.0
46,2.0,48.0,1.0,338.0,805.0,10.0,815.0,467.0
47,8.0,56.0,27.0,34.0,602.0,10.0,612.0,568.0
48,13.0,52.0,36.0,454.0,962.0,10.0,972.0,508.0
49,6.0,68.0,30.0,362.0,679.0,10.0,689.0,317.0
50,47.0,47.0,13.0,379.0,810.0,10.0,820.0,431.0
51,49.0,58.0,10.0,176.0,625.0,10.0,635.0,449.0
52,27.0,43.0,9.0,11.0,502.0,10.0,512.0,491.0
53,37.0,31.0,14.0,256.0,647.0,10.0,657.0,391.0
54,57.0,29.0,18.0,475.0,900.0,10.0,910.0,425.0
55,63.0,23.0,2.0,441.0,918.0,10.0,928.0,477.0
56,53.0,12.0,6.0,412.0,865.0,10.0,875.0,453.0
57,32.0,12.0,7.0,246.0,705.0,10.0,715.0,459.0
58,36.0,26.0,18.0,479.0,980.0,10.0,990.0,501.0
59,21.0,24.0,28.0,17.0,681.0,10.0,691.0,664.0
60,17.0,34.0,3.0,449.0,971.0,10.0,981.0,522.0
61,12.0,24.0,13.0,126.0,541.0,10.0,551.0,415.0
62,24.0,58.0,19.0,25.0,544.0,10.0,554.0,519.0
63,27.0,69.0,10.0,34.0,588.0,10.0,598.0,554.0
64,15.0,77.0,9.0,46.0,524.0,10.0,534.0,478.0
65,62.0,77.0,20.0,49.0,568.0,10.0,578.0,519.0
66,49.0,73.0,25.0,421.0,864.0,10.0,874.0,443.0
67,67.0,5.0,25.0,120.0,575.0,10.0,585.0,455.0
68,56.0,39.0,36.0,459.0,930.0,10.0,940.0,471.0
69,37.0,47.0,6.0,12.0,513.0,10.0,523.0,501.0
70,37.0,56.0,5.0,368.0,968.0,10.0,978.0,600.0
71,57.0,68.0,15.0,98.0,537.0,10.0,547.0,439.0
72,47.0,16.0,25.0,22.0,617.0,10.0,627.0,595.0
73,44.0,17.0,9.0,143.0,564.0,10.0,574.0,421.0
74,46.0,13.0,8.0,482.0,965.0,10.0,975.0,483.0
75,49.0,11.0,18.0,62.0,519.0,10.0,529.0,457.0
76,49.0,42.0,13.0,129.0,534.0,10.0,544.0,405.0
77,53.0,43.0,14.0,460.0,970.0,10.0,980.0,510.0
78,61.0,52.0,3.0,207.0,676.0,10.0,686.0,469.0
79,57.0,48.0,23.0,230.0,623.0,10.0,633.0,393.0
80,56.0,37.0,6.0,470.0,968.0,10.0,978.0,498.0
81,55.0,54.0,26.0,268.0,599.0,10.0,609.0,331.0
82,15.0,47.0,16.0,23.0,515.0,10.0,525.0,492.0
83,14.0,37.0,11.0,21.0,568.0,10.0,578.0,547.0
84,11.0,31.0,7.0,278.0,669.0,10.0,679.0,391.0
85,16.0,22.0,41.0,213.0,624.0,10.0,634.0,411.0
86,4.0,18.0,35.0,230.0,623.0,10.0,633.0,393.0
87,28.0,18.0,26.0,287.0,580.0,10.0,590.0,293.0
88,26.0,52.0,9.0,104.0,563.0,10.0,573.0,459.0
89,26.0,35.0,15.0,409.0,981.0,10.0,991.0,572.0
90,31.0,67.0,3.0,225.0,654.0,10.0,664.0,429.0
91,15.0,19.0,1.0,469.0,964.0,10.0,974.0,495.0
92,22.0,22.0,2.0,18.0,585.0,10.0,595.0,567.0
93,18.0,24.0,22.0,414.0,969.0,10.0,979.0,555.0
94,26.0,27.0,27.0,283.0,656.0,10.0,666.0,373.0
95,25.0,24.0,20.0,14.0,533.0,10.0,543.0,519.0
96,22.0,27.0,11.0,445.0,852.0,10.0,862.0,407.0
97,25.0,21.0,12.0,462.0,823.0,10.0,833.0,361.0
98,19.0,21.0,10.0,21.0,506.0,10.0,516.0,485.0
99,20.0,26.0,9.0,164.0,601.0,10.0,611.0,437.0
100,18.0,18.0,17.0,391.0,965.0,10.0,975.0,574.0
