Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,41.0,49.0,10.0,0.0,974.0,10.0,984.0
2,35.0,17.0,7.0,0.0,972.0,10.0,982.0
3,55.0,45.0,13.0,0.0,967.0,10.0,977.0
4,55.0,20.0,19.0,678.0,801.0,10.0,811.0
5,15.0,30.0,26.0,0.0,969.0,10.0,979.0
6,25.0,30.0,3.0,415.0,514.0,10.0,524.0
7,20.0,50.0,5.0,0.0,968.0,10.0,978.0
8,10.0,43.0,9.0,404.0,481.0,10.0,491.0
9,55.0,60.0,16.0,400.0,497.0,10.0,507.0
10,30.0,60.0,16.0,577.0,632.0,10.0,642.0
11,20.0,65.0,12.0,206.0,325.0,10.0,335.0
12,50.0,35.0,19.0,0.0,975.0,10.0,985.0
13,30.0,25.0,23.0,690.0,827.0,10.0,837.0
14,15.0,10.0,20.0,32.0,243.0,10.0,253.0
15,30.0,5.0,8.0,175.0,300.0,10.0,310.0
16,10.0,20.0,19.0,272.0,373.0,10.0,383.0
17,5.0,30.0,2.0,733.0,870.0,10.0,880.0
18,20.0,40.0,12.0,377.0,434.0,10.0,444.0
19,15.0,60.0,17.0,269.0,378.0,10.0,388.0
20,45.0,65.0,9.0,581.0,666.0,10.0,676.0
21,45.0,20.0,11.0,0.0,971.0,10.0,981.0
22,45.0,10.0,18.0,409.0,494.0,10.0,504.0
23,55.0,5.0,29.0,206.0,325.0,10.0,335.0
24,65.0,35.0,3.0,704.0,847.0,10.0,857.0
25,65.0,20.0,6.0,817.0,956.0,10.0,966.0
26,45.0,30.0,17.0,0.0,978.0,10.0,988.0
27,35.0,40.0,16.0,104.0,255.0,10.0,265.0
28,41.0,37.0,16.0,114.0,255.0,10.0,265.0
29,64.0,42.0,9.0,190.0,313.0,10.0,323.0
30,40.0,60.0,21.0,259.0,354.0,10.0,364.0
31,31.0,52.0,27.0,0.0,972.0,10.0,982.0
32,35.0,69.0,23.0,660.0,777.0,10.0,787.0
33,53.0,52.0,11.0,45.0,200.0,10.0,210.0
34,65.0,55.0,14.0,0.0,953.0,10.0,963.0
35,63.0,65.0,8.0,686.0,813.0,10.0,823.0
36,2.0,60.0,5.0,41.0,208.0,10.0,218.0
37,20.0,20.0,8.0,0.0,968.0,10.0,978.0
38,5.0,5.0,16.0,302.0,405.0,10.0,415.0
39,60.0,12.0,31.0,33.0,224.0,10.0,234.0
40,40.0,25.0,9.0,360.0,437.0,10.0,447.0
41,42.0,7.0,5.0,396.0,511.0,10.0,521.0
42,24.0,12.0,5.0,25.0,172.0,10.0,182.0
43,23.0,3.0,7.0,620.0,705.0,10.0,715.0
44,11.0,14.0,18.0,233.0,340.0,10.0,350.0
45,6.0,38.0,16.0,29.0,189.0,10.0,199.0
46,2.0,48.0,1.0,515.0,628.0,10.0,638.0
47,8.0,56.0,27.0,85.0,250.0,10.0,260.0
48,13.0,52.0,36.0,0.0,962.0,10.0,972.0
49,6.0,68.0,30.0,501.0,540.0,10.0,550.0
50,47.0,47.0,13.0,0.0,973.0,10.0,983.0
