Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,41.0,49.0,10.0,133.0,198.0,10.0,208.0
2,35.0,17.0,7.0,22.0,87.0,10.0,97.0
3,55.0,45.0,13.0,98.0,143.0,10.0,153.0
4,55.0,20.0,19.0,123.0,184.0,10.0,194.0
5,15.0,30.0,26.0,20.0,93.0,10.0,103.0
6,25.0,30.0,3.0,76.0,131.0,10.0,141.0
7,20.0,50.0,5.0,61.0,110.0,10.0,120.0
8,10.0,43.0,9.0,75.0,124.0,10.0,134.0
9,55.0,60.0,16.0,74.0,129.0,10.0,139.0
10,30.0,60.0,16.0,107.0,150.0,10.0,160.0
11,20.0,65.0,12.0,42.0,101.0,10.0,111.0
12,50.0,35.0,19.0,38.0,97.0,10.0,107.0
13,30.0,25.0,23.0,131.0,196.0,10.0,206.0
14,15.0,10.0,20.0,32.0,114.0,10.0,124.0
15,30.0,5.0,8.0,35.0,96.0,10.0,106.0
16,10.0,20.0,19.0,52.0,107.0,10.0,117.0
17,5.0,30.0,2.0,124.0,189.0,10.0,199.0
18,20.0,40.0,12.0,69.0,114.0,10.0,124.0
19,15.0,60.0,17.0,52.0,109.0,10.0,119.0
20,45.0,65.0,9.0,105.0,156.0,10.0,166.0
21,45.0,20.0,11.0,37.0,96.0,10.0,106.0
22,45.0,10.0,18.0,76.0,127.0,10.0,137.0
23,55.0,5.0,29.0,43.0,102.0,10.0,112.0
24,65.0,35.0,3.0,124.0,190.0,10.0,200.0
25,65.0,20.0,6.0,121.0,186.0,10.0,196.0
26,45.0,30.0,17.0,112.0,161.0,10.0,171.0
27,35.0,40.0,16.0,8.0,75.0,10.0,85.0
28,41.0,37.0,16.0,11.0,76.0,10.0,86.0
29,64.0,42.0,9.0,37.0,98.0,10.0,108.0
30,40.0,60.0,21.0,49.0,102.0,10.0,112.0
31,31.0,52.0,27.0,24.0,85.0,10.0,95.0
32,35.0,69.0,23.0,116.0,175.0,10.0,185.0
33,53.0,52.0,11.0,24.0,92.0,10.0,102.0
34,65.0,55.0,14.0,96.0,147.0,10.0,157.0
35,63.0,65.0,8.0,116.0,178.0,10.0,188.0
36,2.0,60.0,5.0,41.0,112.0,10.0,122.0
37,20.0,20.0,8.0,113.0,164.0,10.0,174.0
38,5.0,5.0,16.0,60.0,115.0,10.0,125.0
39,60.0,12.0,31.0,33.0,110.0,10.0,120.0
40,40.0,25.0,9.0,65.0,114.0,10.0,124.0
41,42.0,7.0,5.0,72.0,131.0,10.0,141.0
42,24.0,12.0,5.0,25.0,91.0,10.0,101.0
43,23.0,3.0,7.0,111.0,162.0,10.0,172.0
44,11.0,14.0,18.0,45.0,102.0,10.0,112.0
45,6.0,38.0,16.0,29.0,99.0,10.0,109.0
46,2.0,48.0,1.0,92.0,151.0,10.0,161.0
47,8.0,56.0,27.0,34.0,105.0,10.0,115.0
48,13.0,52.0,36.0,128.0,192.0,10.0,202.0
49,6.0,68.0,30.0,93.0,132.0,10.0,142.0
50,47.0,47.0,13.0,102.0,155.0,10.0,165.0
