Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,52.0,75.0,10.0,231.0,551.0,90.0,641.0,320.0
2,45.0,70.0,30.0,133.0,453.0,90.0,543.0,320.0
3,62.0,69.0,10.0,1087.0,1407.0,90.0,1497.0,320.0
4,60.0,66.0,10.0,1181.0,1501.0,90.0,1591.0,320.0
5,42.0,65.0,10.0,15.0,335.0,90.0,425.0,320.0
6,16.0,42.0,20.0,417.0,737.0,90.0,827.0,320.0
7,58.0,70.0,20.0,993.0,1313.0,90.0,1403.0,320.0
8,34.0,60.0,20.0,2807.0,3127.0,90.0,3217.0,320.0
9,28.0,70.0,10.0,2521.0,2841.0,90.0,2931.0,320.0
10,35.0,66.0,10.0,2711.0,3031.0,90.0,3121.0,320.0
11,35.0,69.0,10.0,2618.0,2938.0,90.0,3028.0,320.0
12,25.0,85.0,20.0,2039.0,2359.0,90.0,2449.0,320.0
13,22.0,75.0,30.0,2325.0,2645.0,90.0,2735.0,320.0
14,22.0,85.0,10.0,1946.0,2266.0,90.0,2356.0,320.0
15,20.0,80.0,40.0,2136.0,2456.0,90.0,2546.0,320.0
16,20.0,85.0,40.0,1854.0,2174.0,90.0,2264.0,320.0
17,18.0,75.0,20.0,2231.0,2551.0,90.0,2641.0,320.0
18,15.0,75.0,20.0,1662.0,1982.0,90.0,2072.0,320.0
19,15.0,80.0,10.0,1757.0,2077.0,90.0,2167.0,320.0
20,30.0,50.0,10.0,10.0,330.0,90.0,420.0,320.0
21,30.0,56.0,20.0,2903.0,3223.0,90.0,3313.0,320.0
22,28.0,52.0,20.0,12.0,332.0,90.0,422.0,320.0
23,14.0,66.0,10.0,1563.0,1883.0,90.0,1973.0,320.0
24,25.0,50.0,10.0,36.0,356.0,90.0,446.0,320.0
25,22.0,66.0,40.0,2424.0,2744.0,90.0,2834.0,320.0
