Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime,duration
1,41.0,49.0,10.0,658.0,898.0,10.0,908.0,240.0
2,35.0,17.0,7.0,93.0,333.0,10.0,343.0,240.0
3,55.0,45.0,13.0,436.0,676.0,10.0,686.0,240.0
4,55.0,20.0,19.0,620.0,860.0,10.0,870.0,240.0
5,15.0,30.0,26.0,20.0,260.0,10.0,270.0,240.0
6,25.0,30.0,3.0,345.0,585.0,10.0,595.0,240.0
7,20.0,50.0,5.0,251.0,491.0,10.0,501.0,240.0
8,10.0,43.0,9.0,323.0,563.0,10.0,573.0,240.0
9,55.0,60.0,16.0,329.0,569.0,10.0,579.0,240.0
10,30.0,60.0,16.0,485.0,725.0,10.0,735.0,240.0
11,20.0,65.0,12.0,146.0,386.0,10.0,396.0,240.0
12,50.0,35.0,19.0,167.0,407.0,10.0,417.0,240.0
13,30.0,25.0,23.0,639.0,879.0,10.0,889.0,240.0
14,15.0,10.0,20.0,32.0,272.0,10.0,282.0,240.0
15,30.0,5.0,8.0,118.0,358.0,10.0,368.0,240.0
16,10.0,20.0,19.0,203.0,443.0,10.0,453.0,240.0
17,5.0,30.0,2.0,682.0,922.0,10.0,932.0,240.0
18,20.0,40.0,12.0,286.0,526.0,10.0,536.0,240.0
19,15.0,60.0,17.0,204.0,444.0,10.0,454.0,240.0
20,45.0,65.0,9.0,504.0,744.0,10.0,754.0,240.0
21,45.0,20.0,11.0,153.0,393.0,10.0,403.0,240.0
22,45.0,10.0,18.0,332.0,572.0,10.0,582.0,240.0
23,55.0,5.0,29.0,146.0,386.0,10.0,396.0,240.0
24,65.0,35.0,3.0,656.0,896.0,10.0,906.0,240.0
25,65.0,20.0,6.0,716.0,956.0,10.0,966.0,240.0
26,45.0,30.0,17.0,508.0,748.0,10.0,758.0,240.0
27,35.0,40.0,16.0,60.0,300.0,10.0,310.0,240.0
28,41.0,37.0,16.0,65.0,305.0,10.0,315.0,240.0
29,64.0,42.0,9.0,132.0,372.0,10.0,382.0,240.0
30,40.0,60.0,21.0,187.0,427.0,10.0,437.0,240.0
31,31.0,52.0,27.0,94.0,334.0,10.0,344.0,240.0
32,35.0,69.0,23.0,599.0,839.0,10.0,849.0,240.0
33,53.0,52.0,11.0,24.0,264.0,10.0,274.0,240.0
34,65.0,55.0,14.0,452.0,692.0,10.0,702.0,240.0
35,63.0,65.0,8.0,630.0,870.0,10.0,880.0,240.0
36,2.0,60.0,5.0,41.0,281.0,10.0,291.0,240.0
37,20.0,20.0,8.0,530.0,770.0,10.0,780.0,240.0
38,5.0,5.0,16.0,234.0,474.0,10.0,484.0,240.0
39,60.0,12.0,31.0,33.0,273.0,10.0,283.0,240.0
40,40.0,25.0,9.0,279.0,519.0,10.0,529.0,240.0
41,42.0,7.0,5.0,334.0,574.0,10.0,584.0,240.0
42,24.0,12.0,5.0,25.0,265.0,10.0,275.0,240.0
43,23.0,3.0,7.0,543.0,783.0,10.0,793.0,240.0
44,11.0,14.0,18.0,167.0,407.0,10.0,417.0,240.0
45,6.0,38.0,16.0,29.0,269.0,10.0,279.0,240.0
46,2.0,48.0,1.0,452.0,692.0,10.0,702.0,240.0
47,8.0,56.0,27.0,48.0,288.0,10.0,298.0,240.0
48,13.0,52.0,36.0,720.0,960.0,10.0,970.0,240.0
49,6.0,68.0,30.0,401.0,641.0,10.0,651.0,240.0
50,47.0,47.0,13.0,475.0,715.0,10.0,725.0,240.0
51,49.0,58.0,10.0,281.0,521.0,10.0,531.0,240.0
52,27.0,43.0,9.0,117.0,357.0,10.0,367.0,240.0
53,37.0,31.0,14.0,332.0,572.0,10.0,582.0,240.0
54,57.0,29.0,18.0,568.0,808.0,10.0,818.0,240.0
55,63.0,23.0,2.0,560.0,800.0,10.0,810.0,240.0
56,53.0,12.0,6.0,519.0,759.0,10.0,769.0,240.0
57,32.0,12.0,7.0,356.0,596.0,10.0,606.0,240.0
58,36.0,26.0,18.0,740.0,980.0,10.0,990.0,240.0
59,21.0,24.0,28.0,17.0,257.0,10.0,267.0,240.0
60,17.0,34.0,3.0,672.0,912.0,10.0,922.0,240.0
61,12.0,24.0,13.0,214.0,454.0,10.0,464.0,240.0
62,24.0,58.0,19.0,113.0,353.0,10.0,363.0,240.0
63,27.0,69.0,10.0,34.0,274.0,10.0,284.0,240.0
64,15.0,77.0,9.0,154.0,394.0,10.0,404.0,240.0
65,62.0,77.0,20.0,49.0,289.0,10.0,299.0,240.0
66,49.0,73.0,25.0,523.0,763.0,10.0,773.0,240.0
67,67.0,5.0,25.0,228.0,468.0,10.0,478.0,240.0
68,56.0,39.0,36.0,575.0,815.0,10.0,825.0,240.0
69,37.0,47.0,6.0,108.0,348.0,10.0,358.0,240.0
70,37.0,56.0,5.0,728.0,968.0,10.0,978.0,240.0
71,57.0,68.0,15.0,198.0,438.0,10.0,448.0,240.0
72,47.0,16.0,25.0,22.0,262.0,10.0,272.0,240.0
73,44.0,17.0,9.0,234.0,474.0,10.0,484.0,240.0
74,46.0,13.0,8.0,622.0,862.0,10.0,872.0,240.0
75,49.0,11.0,18.0,171.0,411.0,10.0,421.0,240.0
76,49.0,42.0,13.0,212.0,452.0,10.0,462.0,240.0
77,53.0,43.0,14.0,730.0,970.0,10.0,980.0,240.0
78,61.0,52.0,3.0,322.0,562.0,10.0,572.0,240.0
79,57.0,48.0,23.0,307.0,547.0,10.0,557.0,240.0
80,56.0,37.0,6.0,728.0,968.0,10.0,978.0,240.0
81,55.0,54.0,26.0,314.0,554.0,10.0,564.0,240.0
82,15.0,47.0,16.0,106.0,346.0,10.0,356.0,240.0
83,14.0,37.0,11.0,53.0,293.0,10.0,303.0,240.0
84,11.0,31.0,7.0,354.0,594.0,10.0,604.0,240.0
85,16.0,22.0,41.0,299.0,539.0,10.0,549.0,240.0
86,4.0,18.0,35.0,307.0,547.0,10.0,557.0,240.0
87,28.0,18.0,26.0,314.0,554.0,10.0,564.0,240.0
88,26.0,52.0,9.0,214.0,454.0,10.0,464.0,240.0
89,26.0,35.0,15.0,718.0,958.0,10.0,968.0,240.0
90,31.0,67.0,3.0,320.0,560.0,10.0,570.0,240.0
91,15.0,19.0,1.0,683.0,923.0,10.0,933.0,240.0
92,22.0,22.0,2.0,18.0,258.0,10.0,268.0,240.0
93,18.0,24.0,22.0,729.0,969.0,10.0,979.0,240.0
94,26.0,27.0,27.0,350.0,590.0,10.0,600.0,240.0
95,25.0,24.0,20.0,42.0,282.0,10.0,292.0,240.0
96,22.0,27.0,11.0,529.0,769.0,10.0,779.0,240.0
97,25.0,21.0,12.0,523.0,763.0,10.0,773.0,240.0
98,19.0,21.0,10.0,125.0,365.0,10.0,375.0,240.0
99,20.0,26.0,9.0,263.0,503.0,10.0,513.0,240.0
100,18.0,18.0,17.0,725.0,965.0,10.0,975.0,240.0
