Customer,XC,YC,demand,readyTime,dueTime,serviceTime,completeTime
1,25.0,85.0,20.0,388.0,911.0,10.0,921.0
2,22.0,75.0,30.0,30.0,546.0,10.0,556.0
3,22.0,85.0,10.0,353.0,708.0,10.0,718.0
4,20.0,80.0,40.0,425.0,913.0,10.0,923.0
5,20.0,85.0,20.0,40.0,630.0,10.0,640.0
6,18.0,75.0,20.0,228.0,667.0,10.0,677.0
7,15.0,75.0,20.0,161.0,558.0,10.0,568.0
8,15.0,80.0,10.0,229.0,624.0,10.0,634.0
9,10.0,35.0,20.0,213.0,648.0,10.0,658.0
10,10.0,40.0,30.0,404.0,753.0,10.0,763.0
11,8.0,40.0,40.0,33.0,511.0,10.0,521.0
12,8.0,45.0,20.0,46.0,519.0,10.0,529.0
13,5.0,35.0,10.0,395.0,911.0,10.0,921.0
14,5.0,45.0,10.0,35.0,697.0,10.0,707.0
15,2.0,40.0,20.0,39.0,528.0,10.0,538.0
16,0.0,40.0,20.0,94.0,535.0,10.0,545.0
17,0.0,45.0,20.0,394.0,909.0,10.0,919.0
18,44.0,5.0,20.0,218.0,571.0,10.0,581.0
19,42.0,10.0,40.0,85.0,542.0,10.0,552.0
20,42.0,15.0,10.0,391.0,802.0,10.0,812.0
21,40.0,5.0,10.0,45.0,517.0,10.0,527.0
22,40.0,15.0,40.0,229.0,640.0,10.0,650.0
23,38.0,5.0,30.0,45.0,523.0,10.0,533.0
24,38.0,15.0,10.0,389.0,914.0,10.0,924.0
25,35.0,5.0,20.0,386.0,904.0,10.0,914.0
26,95.0,30.0,30.0,389.0,788.0,10.0,798.0
27,95.0,35.0,20.0,57.0,600.0,10.0,610.0
28,92.0,30.0,10.0,55.0,575.0,10.0,585.0
29,90.0,35.0,10.0,52.0,536.0,10.0,546.0
30,88.0,30.0,10.0,90.0,521.0,10.0,531.0
31,88.0,35.0,20.0,50.0,534.0,10.0,544.0
32,87.0,30.0,10.0,425.0,898.0,10.0,908.0
33,85.0,25.0,10.0,51.0,602.0,10.0,612.0
34,85.0,35.0,30.0,342.0,751.0,10.0,761.0
35,67.0,85.0,20.0,410.0,905.0,10.0,915.0
36,65.0,85.0,40.0,43.0,617.0,10.0,627.0
37,65.0,82.0,10.0,410.0,823.0,10.0,833.0
38,62.0,80.0,30.0,114.0,561.0,10.0,571.0
39,60.0,80.0,10.0,36.0,658.0,10.0,668.0
40,60.0,85.0,30.0,191.0,586.0,10.0,596.0
41,58.0,75.0,20.0,201.0,670.0,10.0,680.0
42,55.0,80.0,10.0,33.0,568.0,10.0,578.0
43,55.0,85.0,20.0,429.0,838.0,10.0,848.0
44,55.0,82.0,10.0,49.0,504.0,10.0,514.0
45,20.0,82.0,10.0,37.0,597.0,10.0,607.0
46,18.0,80.0,10.0,315.0,782.0,10.0,792.0
47,2.0,45.0,10.0,38.0,606.0,10.0,616.0
48,42.0,5.0,10.0,396.0,904.0,10.0,914.0
49,42.0,12.0,10.0,341.0,658.0,10.0,668.0
50,72.0,35.0,30.0,351.0,782.0,10.0,792.0
